id,time_id,site_id,project_id,account_id,variance,budgeted_cost,actual_cost,created_at,created_by,date,day,day_name,month,year,site_name,region,latitude,longitude,project_name,project_manager,status,start_date,end_date,account_name,account_type,budget_category,cost
391,28,5,27,20,On Budget,120968,60949,2022-03-30,user_13,20220129,29,Saturday,1,2022,Site 5,North,-83,-133,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 20,OPEX,Software,42441
65,72,14,39,20,On Budget,64162,207343,2023-06-20,user_49,20220314,14,Monday,3,2022,Site 14,East,-79,55,Project 39,Manager 9,Active,2022-10-20,2023-10-23,Account 20,OPEX,Software,42441
460,12,11,39,20,Under,189681,12124,2023-03-18,user_84,20220113,13,Thursday,1,2022,Site 11,South,-35,-8,Project 39,Manager 9,Active,2022-10-20,2023-10-23,Account 20,OPEX,Software,42441
725,85,6,35,20,Under,97359,86615,2023-07-18,user_42,20220327,27,Sunday,3,2022,Site 6,South,-31,78,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 20,OPEX,Software,42441
373,45,18,18,20,On Budget,49139,88843,2022-10-27,user_38,20220215,15,Tuesday,2,2022,Site 18,North,-79,158,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 20,OPEX,Software,42441
767,79,20,18,20,On Budget,165527,64532,2023-09-03,user_30,20220321,21,Monday,3,2022,Site 20,South,-65,14,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 20,OPEX,Software,42441
878,99,14,14,20,On Budget,32852,119757,2022-09-23,user_14,20220410,10,Sunday,4,2022,Site 14,East,-79,55,Project 14,Manager 1,Active,2022-03-20,2023-03-23,Account 20,OPEX,Software,42441
557,28,7,14,20,On Budget,81173,183991,2022-12-20,user_87,20220129,29,Saturday,1,2022,Site 7,North,53,-79,Project 14,Manager 1,Active,2022-03-20,2023-03-23,Account 20,OPEX,Software,42441
1050,22,2,26,20,Under,162389,72198,2022-06-02,user_12,20220123,23,Sunday,1,2022,Site 2,South,-33,-109,Project 26,Manager 4,Active,2022-05-04,2023-10-18,Account 20,OPEX,Software,42441
355,51,1,48,20,Over,122853,159242,2023-03-16,user_50,20220221,21,Monday,2,2022,Site 1,North,-84,-40,Project 48,Manager 8,On Hold,2022-02-20,2023-01-26,Account 20,OPEX,Software,42441
856,85,10,48,20,Over,80187,131076,2022-03-26,user_17,20220327,27,Sunday,3,2022,Site 10,West,-3,-38,Project 48,Manager 8,On Hold,2022-02-20,2023-01-26,Account 20,OPEX,Software,42441
472,67,19,44,20,Over,36531,202492,2023-04-05,user_23,20220309,9,Wednesday,3,2022,Site 19,South,-16,-140,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 20,OPEX,Software,42441
1025,21,9,44,20,Over,111395,66516,2022-04-27,user_20,20220122,22,Saturday,1,2022,Site 9,East,-89,-99,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 20,OPEX,Software,42441
632,55,19,24,20,Under,183416,108190,2022-07-28,user_53,20220225,25,Friday,2,2022,Site 19,South,-16,-140,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 20,OPEX,Software,42441
146,57,14,32,20,Under,113575,75609,2022-08-09,user_97,20220227,27,Sunday,2,2022,Site 14,East,-79,55,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 20,OPEX,Software,42441
234,7,10,32,20,On Budget,181297,127361,2022-10-20,user_69,20220108,8,Saturday,1,2022,Site 10,West,-3,-38,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 20,OPEX,Software,42441
712,80,12,50,20,Over,89068,193006,2022-03-06,user_85,20220322,22,Tuesday,3,2022,Site 12,North,-67,14,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 20,OPEX,Software,42441
636,52,11,36,20,On Budget,184454,189280,2022-02-23,user_21,20220222,22,Tuesday,2,2022,Site 11,South,-35,-8,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 20,OPEX,Software,42441
27,86,17,36,20,Under,121017,164603,2023-06-01,user_55,20220328,28,Monday,3,2022,Site 17,East,57,-82,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 20,OPEX,Software,42441
973,29,7,36,20,On Budget,142796,143485,2023-07-19,user_90,20220130,30,Sunday,1,2022,Site 7,North,53,-79,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 20,OPEX,Software,42441
830,76,14,16,20,Over,148641,45686,2023-05-09,user_50,20220318,18,Friday,3,2022,Site 14,East,-79,55,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 20,OPEX,Software,42441
372,79,14,11,20,Over,59164,58248,2022-03-02,user_73,20220321,21,Monday,3,2022,Site 14,East,-79,55,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 20,OPEX,Software,42441
127,47,17,38,4,Under,137078,62077,2023-09-22,user_6,20220217,17,Thursday,2,2022,Site 17,East,57,-82,Project 38,Manager 5,On Hold,2022-09-06,2023-04-20,Account 4,OPEX,Software,92303
368,66,4,37,4,Under,147372,100170,2023-07-10,user_97,20220308,8,Tuesday,3,2022,Site 4,North,61,36,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 4,OPEX,Software,92303
1051,48,6,37,4,Over,193372,141845,2023-03-22,user_99,20220218,18,Friday,2,2022,Site 6,South,-31,78,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 4,OPEX,Software,92303
153,52,14,19,4,Under,10467,89136,2022-06-25,user_80,20220222,22,Tuesday,2,2022,Site 14,East,-79,55,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 4,OPEX,Software,92303
360,11,5,21,4,Over,85053,34657,2022-07-07,user_48,20220112,12,Wednesday,1,2022,Site 5,North,-83,-133,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 4,OPEX,Software,92303
815,43,15,3,4,On Budget,177748,199442,2022-11-16,user_3,20220213,13,Sunday,2,2022,Site 15,North,6,-140,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 4,OPEX,Software,92303
908,79,15,3,4,On Budget,18751,144865,2022-06-30,user_21,20220321,21,Monday,3,2022,Site 15,North,6,-140,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 4,OPEX,Software,92303
521,39,14,43,4,On Budget,141395,74772,2023-09-30,user_78,20220209,9,Wednesday,2,2022,Site 14,East,-79,55,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 4,OPEX,Software,92303
946,21,18,20,4,Over,111053,134919,2022-05-29,user_59,20220122,22,Saturday,1,2022,Site 18,North,-79,158,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 4,OPEX,Software,92303
211,37,16,13,4,Over,24412,122500,2022-06-26,user_92,20220207,7,Monday,2,2022,Site 16,East,70,136,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 4,OPEX,Software,92303
904,72,8,13,4,On Budget,30082,166246,2023-01-06,user_98,20220314,14,Monday,3,2022,Site 8,West,-34,49,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 4,OPEX,Software,92303
1110,9,11,28,4,On Budget,64425,35637,2023-07-30,user_29,20220110,10,Monday,1,2022,Site 11,South,-35,-8,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 4,OPEX,Software,92303
187,78,17,28,4,Under,67295,82944,2022-05-05,user_7,20220320,20,Sunday,3,2022,Site 17,East,57,-82,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 4,OPEX,Software,92303
827,4,3,31,4,Under,130475,124911,2022-06-24,user_37,20220105,5,Wednesday,1,2022,Site 3,North,83,99,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 4,OPEX,Software,92303
349,45,1,31,4,Under,114045,26506,2022-04-29,user_94,20220215,15,Tuesday,2,2022,Site 1,North,-84,-40,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 4,OPEX,Software,92303
1102,83,14,31,4,Under,168236,173392,2022-12-22,user_58,20220325,25,Friday,3,2022,Site 14,East,-79,55,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 4,OPEX,Software,92303
335,79,7,30,4,Over,84864,5774,2023-02-10,user_43,20220321,21,Monday,3,2022,Site 7,North,53,-79,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 4,OPEX,Software,92303
1135,25,12,30,4,Over,191552,115592,2023-02-26,user_11,20220126,26,Wednesday,1,2022,Site 12,North,-67,14,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 4,OPEX,Software,92303
949,57,11,45,4,On Budget,130562,14506,2022-05-23,user_87,20220227,27,Sunday,2,2022,Site 11,South,-35,-8,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 4,OPEX,Software,92303
519,3,2,45,4,Under,121474,103681,2022-05-07,user_71,20220104,4,Tuesday,1,2022,Site 2,South,-33,-109,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 4,OPEX,Software,92303
258,29,8,4,4,Under,91584,192051,2023-04-29,user_13,20220130,30,Sunday,1,2022,Site 8,West,-34,49,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 4,OPEX,Software,92303
928,87,12,4,4,Under,100837,125989,2023-09-26,user_6,20220329,29,Tuesday,3,2022,Site 12,North,-67,14,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 4,OPEX,Software,92303
980,39,1,49,4,Over,162756,57844,2023-08-25,user_26,20220209,9,Wednesday,2,2022,Site 1,North,-84,-40,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 4,OPEX,Software,92303
1004,50,16,49,4,On Budget,181953,132595,2023-11-07,user_71,20220220,20,Sunday,2,2022,Site 16,East,70,136,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 4,OPEX,Software,92303
969,25,6,49,4,On Budget,48813,146530,2022-11-27,user_41,20220126,26,Wednesday,1,2022,Site 6,South,-31,78,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 4,OPEX,Software,92303
1144,95,16,1,4,On Budget,96396,21711,2022-02-15,user_54,20220406,6,Wednesday,4,2022,Site 16,East,70,136,Project 1,Manager 5,Completed,2022-07-06,2023-03-25,Account 4,OPEX,Software,92303
1098,7,11,1,4,On Budget,191933,117190,2023-03-02,user_64,20220108,8,Saturday,1,2022,Site 11,South,-35,-8,Project 1,Manager 5,Completed,2022-07-06,2023-03-25,Account 4,OPEX,Software,92303
897,23,11,5,4,Under,42024,202587,2023-03-02,user_22,20220124,24,Monday,1,2022,Site 11,South,-35,-8,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 4,OPEX,Software,92303
911,15,11,15,4,Over,198396,112159,2022-07-24,user_49,20220116,16,Sunday,1,2022,Site 11,South,-35,-8,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 4,OPEX,Software,92303
214,47,17,15,4,Over,41405,66058,2023-05-21,user_4,20220217,17,Thursday,2,2022,Site 17,East,57,-82,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 4,OPEX,Software,92303
997,30,5,2,4,On Budget,18854,21885,2023-05-26,user_87,20220131,31,Monday,1,2022,Site 5,North,-83,-133,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 4,OPEX,Software,92303
67,8,20,48,4,Over,168975,59318,2022-09-28,user_85,20220109,9,Sunday,1,2022,Site 20,South,-65,14,Project 48,Manager 8,On Hold,2022-02-20,2023-01-26,Account 4,OPEX,Software,92303
991,87,16,44,4,Under,119834,141012,2023-11-06,user_87,20220329,29,Tuesday,3,2022,Site 16,East,70,136,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 4,OPEX,Software,92303
1071,99,16,44,4,Under,11805,78522,2023-11-29,user_88,20220410,10,Sunday,4,2022,Site 16,East,70,136,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 4,OPEX,Software,92303
1090,78,9,44,4,Under,145083,8696,2022-01-06,user_51,20220320,20,Sunday,3,2022,Site 9,East,-89,-99,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 4,OPEX,Software,92303
1038,40,12,44,4,On Budget,66966,119973,2023-02-02,user_2,20220210,10,Thursday,2,2022,Site 12,North,-67,14,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 4,OPEX,Software,92303
833,92,19,32,4,On Budget,161257,125348,2022-11-30,user_72,20220403,3,Sunday,4,2022,Site 19,South,-16,-140,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 4,OPEX,Software,92303
116,5,10,32,4,Over,66551,144914,2022-05-19,user_50,20220106,6,Thursday,1,2022,Site 10,West,-3,-38,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 4,OPEX,Software,92303
894,76,3,7,4,Under,160969,165383,2022-08-14,user_9,20220318,18,Friday,3,2022,Site 3,North,83,99,Project 7,Manager 6,Completed,2022-05-18,2023-02-03,Account 4,OPEX,Software,92303
107,33,5,41,4,On Budget,174434,14334,2022-11-13,user_57,20220203,3,Thursday,2,2022,Site 5,North,-83,-133,Project 41,Manager 4,Active,2022-02-19,2023-08-09,Account 4,OPEX,Software,92303
126,17,14,34,4,On Budget,21661,128845,2023-04-05,user_100,20220118,18,Tuesday,1,2022,Site 14,East,-79,55,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 4,OPEX,Software,92303
909,4,16,33,4,Over,66682,193111,2023-04-01,user_76,20220105,5,Wednesday,1,2022,Site 16,East,70,136,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 4,OPEX,Software,92303
1141,78,14,8,4,Under,154884,79914,2022-02-11,user_67,20220320,20,Sunday,3,2022,Site 14,East,-79,55,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 4,OPEX,Software,92303
730,66,18,37,30,On Budget,45557,28716,2022-02-08,user_59,20220308,8,Tuesday,3,2022,Site 18,North,-79,158,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 30,CAPEX,Software,16129
268,18,16,21,30,Over,6790,72363,2023-01-28,user_31,20220119,19,Wednesday,1,2022,Site 16,East,70,136,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 30,CAPEX,Software,16129
220,22,6,21,30,On Budget,64105,94707,2023-06-16,user_37,20220123,23,Sunday,1,2022,Site 6,South,-31,78,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 30,CAPEX,Software,16129
197,26,2,21,30,Under,140104,108392,2023-07-11,user_61,20220127,27,Thursday,1,2022,Site 2,South,-33,-109,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 30,CAPEX,Software,16129
746,19,15,3,30,Over,57346,183662,2023-01-18,user_20,20220120,20,Thursday,1,2022,Site 15,North,6,-140,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 30,CAPEX,Software,16129
399,34,7,3,30,Over,109326,136804,2022-10-21,user_81,20220204,4,Friday,2,2022,Site 7,North,53,-79,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 30,CAPEX,Software,16129
299,27,11,20,30,Over,60524,53813,2022-05-01,user_96,20220128,28,Friday,1,2022,Site 11,South,-35,-8,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 30,CAPEX,Software,16129
972,63,14,22,30,Over,31848,61114,2022-06-08,user_65,20220305,5,Saturday,3,2022,Site 14,East,-79,55,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 30,CAPEX,Software,16129
1089,80,9,22,30,Over,60330,52519,2022-03-22,user_96,20220322,22,Tuesday,3,2022,Site 9,East,-89,-99,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 30,CAPEX,Software,16129
286,20,9,13,30,On Budget,34581,12445,2023-11-08,user_54,20220121,21,Friday,1,2022,Site 9,East,-89,-99,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 30,CAPEX,Software,16129
577,88,11,25,30,Over,106155,71263,2023-07-08,user_93,20220330,30,Wednesday,3,2022,Site 11,South,-35,-8,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 30,CAPEX,Software,16129
892,84,1,31,30,On Budget,17006,67617,2023-10-27,user_17,20220326,26,Saturday,3,2022,Site 1,North,-84,-40,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 30,CAPEX,Software,16129
826,51,6,45,30,On Budget,91593,89134,2023-04-10,user_63,20220221,21,Monday,2,2022,Site 6,South,-31,78,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 30,CAPEX,Software,16129
1037,5,2,45,30,On Budget,67829,70317,2023-07-20,user_50,20220106,6,Thursday,1,2022,Site 2,South,-33,-109,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 30,CAPEX,Software,16129
657,63,6,49,30,On Budget,78470,108301,2022-08-16,user_97,20220305,5,Saturday,3,2022,Site 6,South,-31,78,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 30,CAPEX,Software,16129
587,12,10,49,30,Under,104985,107576,2023-11-08,user_4,20220113,13,Thursday,1,2022,Site 10,West,-3,-38,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 30,CAPEX,Software,16129
718,92,3,1,30,Over,176900,132819,2022-03-23,user_60,20220403,3,Sunday,4,2022,Site 3,North,83,99,Project 1,Manager 5,Completed,2022-07-06,2023-03-25,Account 30,CAPEX,Software,16129
848,65,9,27,30,On Budget,156087,100198,2022-02-04,user_5,20220307,7,Monday,3,2022,Site 9,East,-89,-99,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 30,CAPEX,Software,16129
958,68,11,5,30,On Budget,103506,27186,2022-01-07,user_53,20220310,10,Thursday,3,2022,Site 11,South,-35,-8,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 30,CAPEX,Software,16129
275,91,12,5,30,On Budget,34414,20189,2023-07-15,user_65,20220402,2,Saturday,4,2022,Site 12,North,-67,14,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 30,CAPEX,Software,16129
586,90,3,23,30,On Budget,32822,79978,2022-11-05,user_78,20220401,1,Friday,4,2022,Site 3,North,83,99,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 30,CAPEX,Software,16129
439,70,16,23,30,On Budget,136699,88306,2023-02-02,user_35,20220312,12,Saturday,3,2022,Site 16,East,70,136,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 30,CAPEX,Software,16129
462,53,18,47,30,On Budget,146590,73537,2023-11-08,user_37,20220223,23,Wednesday,2,2022,Site 18,North,-79,158,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 30,CAPEX,Software,16129
891,95,19,15,30,Over,14667,196796,2022-05-25,user_63,20220406,6,Wednesday,4,2022,Site 19,South,-16,-140,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 30,CAPEX,Software,16129
1083,60,14,6,30,Under,83746,42956,2022-05-11,user_88,20220302,2,Wednesday,3,2022,Site 14,East,-79,55,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 30,CAPEX,Software,16129
700,94,2,48,30,On Budget,141557,36018,2022-09-17,user_62,20220405,5,Tuesday,4,2022,Site 2,South,-33,-109,Project 48,Manager 8,On Hold,2022-02-20,2023-01-26,Account 30,CAPEX,Software,16129
1055,31,20,29,30,Over,101898,156804,2023-12-02,user_83,20220201,1,Tuesday,2,2022,Site 20,South,-65,14,Project 29,Manager 9,Active,2022-05-16,2023-09-28,Account 30,CAPEX,Software,16129
164,95,2,29,30,On Budget,175875,53345,2022-11-26,user_78,20220406,6,Wednesday,4,2022,Site 2,South,-33,-109,Project 29,Manager 9,Active,2022-05-16,2023-09-28,Account 30,CAPEX,Software,16129
319,6,3,44,30,Under,147352,151720,2023-11-05,user_5,20220107,7,Friday,1,2022,Site 3,North,83,99,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 30,CAPEX,Software,16129
1061,22,17,32,30,Under,127705,38581,2022-04-02,user_41,20220123,23,Sunday,1,2022,Site 17,East,57,-82,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 30,CAPEX,Software,16129
85,83,5,32,30,On Budget,81509,137397,2022-10-07,user_54,20220325,25,Friday,3,2022,Site 5,North,-83,-133,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 30,CAPEX,Software,16129
571,77,2,50,30,On Budget,166378,177510,2022-11-05,user_63,20220319,19,Saturday,3,2022,Site 2,South,-33,-109,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 30,CAPEX,Software,16129
552,68,2,36,30,Under,158385,130597,2023-06-05,user_100,20220310,10,Thursday,3,2022,Site 2,South,-33,-109,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 30,CAPEX,Software,16129
253,62,12,36,30,On Budget,76685,79442,2022-05-05,user_74,20220304,4,Friday,3,2022,Site 12,North,-67,14,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 30,CAPEX,Software,16129
15,56,1,34,30,On Budget,185055,192594,2023-11-18,user_26,20220226,26,Saturday,2,2022,Site 1,North,-84,-40,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 30,CAPEX,Software,16129
609,6,7,34,30,Under,106736,127122,2023-04-11,user_6,20220107,7,Friday,1,2022,Site 7,North,53,-79,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 30,CAPEX,Software,16129
219,17,14,33,30,Over,37548,139817,2022-06-06,user_39,20220118,18,Tuesday,1,2022,Site 14,East,-79,55,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 30,CAPEX,Software,16129
382,59,1,8,30,Over,120680,123673,2022-01-01,user_55,20220301,1,Tuesday,3,2022,Site 1,North,-84,-40,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 30,CAPEX,Software,16129
756,3,2,16,30,On Budget,84934,91443,2023-05-17,user_51,20220104,4,Tuesday,1,2022,Site 2,South,-33,-109,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 30,CAPEX,Software,16129
215,47,18,37,12,Under,149610,38018,2023-09-19,user_12,20220217,17,Thursday,2,2022,Site 18,North,-79,158,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 12,CAPEX,Hardware,31828
849,73,16,46,12,Over,157113,130230,2022-03-23,user_19,20220315,15,Tuesday,3,2022,Site 16,East,70,136,Project 46,Manager 8,Active,2022-08-05,2023-04-04,Account 12,CAPEX,Hardware,31828
563,97,18,3,12,Under,31864,165509,2023-11-23,user_95,20220408,8,Friday,4,2022,Site 18,North,-79,158,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 12,CAPEX,Hardware,31828
1086,93,19,17,12,Under,158503,25435,2023-05-31,user_3,20220404,4,Monday,4,2022,Site 19,South,-16,-140,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 12,CAPEX,Hardware,31828
669,96,11,17,12,Under,151892,150143,2022-09-21,user_45,20220407,7,Thursday,4,2022,Site 11,South,-35,-8,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 12,CAPEX,Hardware,31828
1109,3,12,17,12,On Budget,46577,49800,2023-05-31,user_5,20220104,4,Tuesday,1,2022,Site 12,North,-67,14,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 12,CAPEX,Hardware,31828
6,17,2,20,12,Over,98797,59070,2023-11-30,user_32,20220118,18,Tuesday,1,2022,Site 2,South,-33,-109,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 12,CAPEX,Hardware,31828
545,86,15,22,12,Over,63436,123133,2022-12-06,user_72,20220328,28,Monday,3,2022,Site 15,North,6,-140,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 12,CAPEX,Hardware,31828
701,82,10,13,12,Over,179770,61091,2022-04-26,user_31,20220324,24,Thursday,3,2022,Site 10,West,-3,-38,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 12,CAPEX,Hardware,31828
744,86,14,28,12,Under,54935,88079,2022-12-19,user_77,20220328,28,Monday,3,2022,Site 14,East,-79,55,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 12,CAPEX,Hardware,31828
280,10,2,28,12,On Budget,21714,145862,2022-03-03,user_9,20220111,11,Tuesday,1,2022,Site 2,South,-33,-109,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 12,CAPEX,Hardware,31828
457,53,16,25,12,On Budget,103395,30588,2023-05-06,user_74,20220223,23,Wednesday,2,2022,Site 16,East,70,136,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 12,CAPEX,Hardware,31828
656,70,2,31,12,On Budget,87684,133064,2023-08-12,user_36,20220312,12,Saturday,3,2022,Site 2,South,-33,-109,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 12,CAPEX,Hardware,31828
538,94,8,31,12,On Budget,182286,172140,2023-01-30,user_20,20220405,5,Tuesday,4,2022,Site 8,West,-34,49,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 12,CAPEX,Hardware,31828
10,29,7,30,12,Under,64662,62438,2022-01-25,user_85,20220130,30,Sunday,1,2022,Site 7,North,53,-79,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 12,CAPEX,Hardware,31828
975,45,10,45,12,Over,120851,160670,2023-06-20,user_98,20220215,15,Tuesday,2,2022,Site 10,West,-3,-38,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 12,CAPEX,Hardware,31828
40,96,18,4,12,Over,175431,21987,2023-10-30,user_6,20220407,7,Thursday,4,2022,Site 18,North,-79,158,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 12,CAPEX,Hardware,31828
705,98,2,4,12,On Budget,45348,187848,2023-07-04,user_14,20220409,9,Saturday,4,2022,Site 2,South,-33,-109,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 12,CAPEX,Hardware,31828
435,88,14,12,12,Over,54060,76084,2022-10-14,user_58,20220330,30,Wednesday,3,2022,Site 14,East,-79,55,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 12,CAPEX,Hardware,31828
190,55,1,40,12,Over,154596,113200,2022-07-11,user_86,20220225,25,Friday,2,2022,Site 1,North,-84,-40,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 12,CAPEX,Hardware,31828
823,90,15,40,12,Under,92118,55943,2023-11-18,user_69,20220401,1,Friday,4,2022,Site 15,North,6,-140,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 12,CAPEX,Hardware,31828
1009,45,12,27,12,Over,178340,68023,2022-09-11,user_31,20220215,15,Tuesday,2,2022,Site 12,North,-67,14,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 12,CAPEX,Hardware,31828
955,2,10,23,12,Under,121805,151071,2022-03-31,user_28,20220103,3,Monday,1,2022,Site 10,West,-3,-38,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 12,CAPEX,Hardware,31828
1133,69,20,15,12,Under,79589,178829,2023-08-10,user_87,20220311,11,Friday,3,2022,Site 20,South,-65,14,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 12,CAPEX,Hardware,31828
638,9,9,15,12,Over,164653,13897,2023-01-29,user_52,20220110,10,Monday,1,2022,Site 9,East,-89,-99,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 12,CAPEX,Hardware,31828
709,73,6,35,12,Under,196994,126786,2022-10-09,user_77,20220315,15,Tuesday,3,2022,Site 6,South,-31,78,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 12,CAPEX,Hardware,31828
418,4,8,35,12,On Budget,186786,6515,2022-12-10,user_1,20220105,5,Wednesday,1,2022,Site 8,West,-34,49,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 12,CAPEX,Hardware,31828
120,48,18,42,12,Over,109369,76320,2022-07-14,user_16,20220218,18,Friday,2,2022,Site 18,North,-79,158,Project 42,Manager 6,Completed,2022-07-30,2023-08-28,Account 12,CAPEX,Hardware,31828
